Facility Code,Facility Name,Province,County,District,Division,Type,Owner,Location,Sub Location,Description of Location,Constituency,Nearest Town,Beds,Cots,Official Landline,Official Fax,Official Mobile,Official Email,Official Address,Official Alternate No,Town,Post Code,In Charge,Job Title of in Charge,Open 24 Hours,Open Weekends,Operational Status,ANC,ART,BEOC,BLOOD,CAES SEC,CEOC,C-IMCI,EPI,FP,GROWM,HBC,HCT,IPD,OPD,OUTREACH,PMTCT,RAD/XRAY,RHTC/RHDC,TB DIAG,TB LABS,TB TREAT,YOUTH
19658,Ngurumo Medical Clinic,Central,Nyandarua,Mirangine,Olkalou,Medical Clinic,Private Practice - Nurse / Midwife,Milangine,Sabugo,Allocated along Nyahururu- Ndunduri- Nakuru rd.Alongside Mirangine dm near Matatu terminus ,OL KALOU,Mirangine,0,0,,,0735885063,,P.O Box 150,,Mirangine,,Wilson Ndegwa,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
15354,Ngurunga Dispensary,Rift Valley,Uasin Gishu,Eldoret East,Ainapkoi,Dispensary,Private Enterprise (Institution),,,,ELDORET EAST,Eldoret,0,0,,,,,,,Eldoret,,,,N,N,Not-Operational,,,,,,,,,,,,,,,,,,,,,,
12660,Ngurunit Dispensary,Eastern,Marsabit,Marsabit South,Korr,Dispensary,Ministry of Health,Ngurunit,Ngurunit,,LAISAMIS,Ngurunit Centre,1,0,069-2102006,069-2102284,,dmohlaisamis@yahoo.com,P.O Box P.O. Box 5,,MARSABIT,60500,,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
10874,Ngurweini Dispensary,Central,Murang'a,Kandara,Kandara,Dispensary,Ministry of Health,Gaichanjiru,Ngurweini,At Ngurweini market.,KANDARA,Ngurweini,0,0,,,,,,,,,Onesmus K Maina,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
10875,Nguthuru Dispensary,Central,Murang'a,Kandara,Kandara,Dispensary,Ministry of Health,Muruka,Nguthuru,,KANDARA,Makenji,0,0,,,,,P.O Box P.O. Box 868 Thika,,Kenol,,Phyllis Waweru,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
15355,Ngutuk-Engiron Dispensary,Rift Valley,Samburu,Samburu East,Waso,Dispensary,Ministry of Health,Waso West,Ngutuk-Engiron,Located 35 kilometers from wamba town along Wamba west gate route ,SAMBURU EAST,Ngutuk-Engiron,4,0,,,,,P.O Box 16,,Wamba,20603,Phylis Kinya,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12661,Nguuku Dispensary,Eastern,Kitui,Kyuso,Mumoni,Dispensary,Ministry of Health,Nguuku,Kathiani,,MWINGI NORTH,Nguuku,0,0,,,,Mohkyuso@gmail, P.O. Box 13,,Kyuso,90401,Mutia,,N,N,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
12662,Nguungani Dispensary,Eastern,Kitui,Mumoni,Mumoni,Dispensary,Ministry of Health,Kakuyu,Ngungani,,MWINGI NORTH,Nguungani,0,0,,,,Mohkyuso@gmail,P.O Box 13,,Kyuso,90401,Guyo,Nursing Officer in Charge,N,N,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
16858,Nguuni Dispensary,Eastern,Kitui,Kitui Central,Chuluni,Dispensary,Ministry of Health,Mbusyani,Nguuni,,KITUI CENTRAL,Kitui,0,0,,,,,P.O Box P.O. Box 22 ,,Kitui,90200,Alfred M. Kimweli,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
11716,Nguuni Health Centre,Coast,Mombasa,Kisauni,Kisauni,Medical Clinic,Private Enterprise (Institution),Bamburi,Bamburi,,KISAUNI,Mombasa,0,0,,,,,P.O Box 10587,,Mombasa,80101,Lennox Mbaga,Clinical Officer,N,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
19226,Nguviu Boys High School Clinic,Eastern,Embu,Embu North,Manyatta,Medical Clinic,Academic (if registered),Kibugu,Gicherori,,MANYATTA,Kibugu,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12663,Ngwata Health Centre,Eastern,Makueni,Kibwezi,Mtito Andei,Health Centre,Ministry of Health,Ngwata,Ngwata,"Mombasa - Nairobi Highway through Machinery Market, Through Ngwata Market",KIBWEZI,Machinery,6,2,,,,ngwatahealthcentre@yahoo.com,P.O Box 114,,Nzeeka,90136,Michael Mutisya Ngila,Clinical Officer,N,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
16712,Ngwelo Dispensary,Western,Bungoma,Bungoma East,Webuye,Dispensary,Other Public Institution,Webuye,Khalumuli,,WEBUYE,Webuye,0,0,,,,,P.O Box 25,,Webuye,50205,Sammy Anyira,Nursing Officer in Charge,N,N,Not-Operational,,,,,,,,,,,,,,,,,,,,,,
10876,Nhera Clinic,Central,Nyeri,Nyeri Central,Municipality,Medical Clinic,Private Practice - Medical Specialist,Mukaro,Majengo,,NYERI TOWN,Nyeri Town,0,0,,,,,,,Nyeri,10100,,Medical Superintendant,N,N,Not-Operational,,,,,,,,,,,,,,,,,,,,,,
16623,Nica Kaunjira Dispensary,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Enterprise (Institution),,,,NORTH IMENTI,Meru,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
13856,Nightingale Medical Centre,Nyanza,Kisumu,Kisumu East,Winam,Other Hospital,Private Enterprise (Institution),Kondele ,Manyatta A,,KISUMU TOWN EAST,Kisumu,43,2,0572027951,0572027951,0722307929,nightingale.med@gmail.com,P.O Box 174,,Kisumu,40100,Grace Abuti,Nursing Officer in Charge,Y,Y,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
19479,Nile Medical Care,Nairobi,Nairobi,Dagoretti,Mutuini,Dispensary,Private Practice - Clinical Officer,Mutuini,Ndunyu,opposite Equity Bank,DAGORETI,Dagoretti Market,0,0,,,0720462286,,,,,,Njoroge Richo,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
17804,Nile Medical Clinic,Rift Valley,Samburu,Samburu Central,Kirisia,Medical Clinic,Private Practice - Clinical Officer,Maralal ,Maralal,Opposite ACK Church Maralal,SAMBURU WEST,Maralal Town,0,0,,,,,,,Maralal,20600,Ngala Ngetuny,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13125,Nimoli Medical Centre,Nairobi,Nairobi,Kasarani,Kasarani,Dispensary,Private Enterprise (Institution),Ruaraka,,along kasarni-mwiki rd sunton stage,KASARANI,Nairobi,4,1,0202394029,,0773497098,,P.O Box 112 00618,0729617532,Ruaraka Nairobi,00618,mary kamwati,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
19759,Ninami Medical Clinic,Rift Valley,Trans Nzoia,Trans Nzoia West,Central,Medical Clinic,Private Practice - Clinical Officer,Municipality,Mitume,Situated at the end of Line Moja Street in Kitale town around Kitale Remand Prison,SABOTI,Kitale,0,0,,,,,,,Kitale,30200,Mr Alex Anyona,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
17357,Ningaini Dispensary,Central,Nyeri,Mukurweini,Mukurweini,Dispensary,Community Development Fund,Njiruini,Ningaini,Near Ningaini Primary School,MUKURWEINI,Mukurweini,0,0,,,,,P.O Box 70,,Mukurweini,,Charity Nyawira Ndungu,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18798,Nist Dispensary,Central,Nyandarua,Nyandarua West,ol-joro-orok,Dispensary,Parastatal,Gatimu,Kanguo,Situated within NIST INST in Gatimu location along NHR-NRB Road,OL KALOU,Nyahururu,0,0,0202378072,,0732335757,info@nistech.ac.ke,P.O Box 2033,0727256001,Nyahururu,20300,DAVID MUREITHI,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
10878,Njabini Health Centre,Central,Nyandarua,Kinangop,Njabini,Health Centre,Ministry of Health,Njabini,Kiburu,Nbi-Nakuru highway. Branch to the left at flyover up to Njabini town,KINANGOP,Njabini,6,0,,,,,P.O Box 103,,N.Kinangop,20318,S.Maina,Clinical Officer,Y,Y,Operational,,Y,,,,,,,,,,,Y,,,,,,,,,
10877,Njabini Maternity and Nursing Home,Central,Nyandarua,Kinangop,South Kinangop,Maternity Home,Private Practice - Nurse / Midwife,Njabiini,Kiburu,Nbi-Nku Highway. branch at flyover town to the right up to njabini town,KINANGOP,Njabini,0,0,,,,,P.O Box  103,,N.KIinangop,20318,Mary Kinyua,Nursing Officer in Charge,N,N,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
10879,Njambi Nursing Home,Central,Kirinyaga,Kirinyaga South,Mwea,Medical Clinic,Private Enterprise (Institution),Tebere,Kiarukungu,,MWEA,Ngurubani,0,0,,,,,,,,,Elidah Njambi,Medical Superintendant,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
17560,Njambini Catholic Dispensary,Central,Nyandarua,Kinangop,Njabini,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Njabini,Kiburu,Nbi-Nakuru highway.Branch to the right at flyover up to Njabini town,KINANGOP,Njabini Town,0,0,,,,,P.O Box 255,,South kinangop,,Sister Sarah,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18966,Njambu Clinic,Central,Murang'a,Kandara,Kandara,Medical Clinic,Private Practice - Nurse / Midwife,Kagunduini,Kagunduini,,KANDARA,Kagunduini Market,0,0,,,,,,,,,,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
10880,Njegas Dispensary,Central,Kirinyaga,Kirinyaga North,Mwea,Health Centre,Ministry of Health,Kangai,Gathiga,Near karii market,MWEA,Njegas,0,0,,,,,P.O Box 24,,Kerugoya,10300,Daniel G. Mugweru,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
10881,Njemuka Clinic,Central,Kiambu,Gatanga,Gatanga,Medical Clinic,Private Enterprise (Institution),Gatanga,Mugumoini,,GATANGA,Thika,0,0,,,,,P.O Box P.O. Box 4810,, Thika,,,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
17458,Njemuka Medical Clinic,Central,Kiambu,Kiambu,Kiambaa,Medical Clinic,Private Practice - Nurse / Midwife,Waguthu,Ngegu,Kiambu Limuru Rd,KIAMBAA,Kiambu,0,0,,,0723903544,,P.O Box 4810,,Thika,,Hellen Njeri Karanja,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
17367,Njeruri Dispensary,Eastern,Embu,Embu East,Kyeni,Dispensary,Ministry of Health,,,,RUNYENJES,,0,0,,,,,,,,,,Nursing Officer in Charge,N,N,Pending Opening,,,,,,,,,,,,,,,,,,,,,,
17513,Njete Medical Clinic,Western,Bungoma,Bungoma South,Kanduyi,Medical Clinic,Private Practice - Nurse / Midwife,Bukembe,Bukembe,Opposite Nzoia Sugar Factory,KANDUYI,Nzoia Market,2,2,0,,0713080047,,P.O Box 1949,0721693968,Bungoma,50200,Rodda Wekesa,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
10882,Njika Wega Medical Clinic,Central,Nyeri,Mukurweini,Mukurweini,Medical Clinic,Private Practice - Nurse / Midwife,Giathugu,Mihuti,,MUKURWEINI,Mihuti,0,0,,,,,P.O Box P.O. Box 171,,Mukurweini,10100,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
15356,Njipiship Dispensary,Rift Valley,Narok,Trans Mara East,Ololmasani,Dispensary,Ministry of Health,Njipiship,Njipiship,At Njipiship Market along Kilgoris - Abossi Road,KILGORIS,Njipiship,0,0,,,,,P.O Box 98,,Kilgoris,40700,Christine Chemosop Chemamur,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
13126,Njiru Dispensary,Nairobi,Nairobi,Njiru,Njiru,Dispensary,Local Authority,Njiru,Njiru,Along Nairobi Kangundo Road At Njiru shopping center opposite St.Michael catholic Church,EMBAKASI,Njiru Market,0,0,,,,,P.O Box  30108,,Nairobi,,Jacinta Wambua,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
10883,Njoguini Dispensary,Central,Nyeri,Tetu,Tetu,Dispensary,Ministry of Health,Muhoyas,Njoguini,,TETU,Mathari,0,0,,,,,P.O Box P.O. Box 27,,Nyeri,10100,Esther M. Githaga,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,Y,,,,,,,,,
10884,Njoki Dispensary,Central,Nyeri,Mukurweini,Mukurweini,Dispensary,Ministry of Health,Gakindu,Gakinduini,,MUKURWEINI,Gakinduini,0,0,,,,,P.O Box P.O. Box 27,,Mukurweini,10100,Margaret Gichuki,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
15357,Njoro (PCEA) Dispensary,Rift Valley,Nakuru,Njoro,Njoro,Dispensary,Christian Health Association of Kenya,Njoro,Njoro,Njoro - Elburgon road near Njoro post office.,MOLO,Njoro,6,0,,,,,P.O Box P.O. Box 297,,Njoro,20106,Freshia Kamau,,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
15358,Njoro Health Centre,Rift Valley,Nakuru,Njoro,Njoro,Health Centre,Ministry of Health,Njoro,Njoro,Nakuru - Njoro road - near cheif's office.,MOLO,Njoro,20,0,,,,,P.O Box 141,,Njoro,20106,Jacob Chelimo,Clinical Officer,N,N,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
10885,Njukini Clinic,Central,Kirinyaga,Kirinyaga South,Gichugu,Medical Clinic,Private Enterprise (Institution),Nyangati,Nyangati,,GICHUGU,Njukiini,0,0,,,,,,,,,,,N,N,Not-Operational,,,,,,,,,,,,,,,,,,,,,,
15359,Njukini Dispensary,Rift Valley,Kajiado,Loitoktok,Rombo,Dispensary,Ministry of Health,Rombo,Njukini,OFF LOITOKITOK-TAVETA ROAD,KAJIADO SOUTH,Rombo,4,0,,,,,,,,,Lizzy Chebon,Nursing Officer in Charge,Y,N,Operational,,,,,,,,,,,,,,,,,,,,,,
11718,Njukini Health Centre,Coast,Taita Taveta,Taveta,Challa,Health Centre,Ministry of Health,Njukini,Njukini,,TAVETA,Njukini,7,0,,,,,Please specify P.O. Box 31,,Taveta,80302,Diyo Njole,Clinical Officer,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
18306,Njuruta Dispensary,Eastern,Meru,Buuri,Buuri,Dispensary,Ministry of Health,Rwarera,Kithwene,,NORTH IMENTI,Rwarera Village,0,0,,,,,P.O Box 8,,Meru,60200,,,N/A,N/A,Not-Operational,,,,,,,,,,,,,,,,,,,,,,
16835,Njuthine Dispensary,Eastern,Meru,Meru Central,Abothuguchi East,Dispensary,Ministry of Health,Gaitu ,Gaitu ,Near njuthine primary school,CENTRAL IMENTI,Njuthine,0,0,,,,,P.O Box P.O. Box 7,, Gaitu-Meru,60200,Jane Muthaura,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12664,Nkabune Dispensary,Eastern,Meru,Imenti North,Miriga Mieru East,Dispensary,Christian Health Association of Kenya,Igoki,Nkabune,,NORTH IMENTI,Meru,0,0,,,,,Please specify P.O. Box 377,,Meru,60200,,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,Y,,,,,,,,,
15361,Nkama Dispensary,Rift Valley,Kajiado,Loitoktok,Central,Dispensary,Ministry of Health,Kuku,Ololopoon,Loitokitok-Illasit Road,KAJIADO SOUTH,Loitokitok,4,0,,,,,P.O Box 28,,Loitokitok,209,Alice Kaniaru,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
18972,Nkama Medical Clinic,Rift Valley,Kajiado,Kajiado Central,Mashuru,Medical Clinic,Private Practice - General Practitioner,Nkama,Sultan Hamud,Sultan Hamud,KAJIADO CENTRAL,Sultan Hamud,0,0,,,,,,,,,,,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
17227,Nkando Dispensary,Eastern,Meru,Buuri,Buuri,Dispensary,Ministry of Health,Kiirua,Nkando,,NORTH IMENTI,,0,0,,,,,,,,,,,N/A,N/A,Not-Operational,,,,,,,,,,,,,,,,,,,,,,
15362,Nkararo Health Centre,Rift Valley,Narok,Trans Mara West - Dikirr,Keiyan,Health Centre,Ministry of Health,Nkararo,Nkararo,Just before Nkararo Market,KILGORIS,Nkararo Market,12,0,,,,,P.O Box 98,,Kilgoris,40700,Josephine Soi,Clinical Officer,N,Y,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
15363,Nkareta Dispensary,Rift Valley,Narok,Narok North,Central,Dispensary,Ministry of Health,Nkareta,Nkareta,"off Narok Bomet road, ",NAROK NORTH,Narok ,0,0,,,,,Please specify P.O. Box 11,,Narok,20500,Elkana Misonge,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
19942,Nkaroni Dispensary,Rift Valley,Samburu,Samburu East,Wamba,Dispensary,Ministry of Health,Nkaroni,Nkaroni,,SAMBURU EAST,,0,0,,,,,P.O Box 15,,Wamba,,,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12231,Nkathiari Dispensary,Eastern,Meru,Igembe South,Igembe C,Dispensary,Ministry of Health,Kanthiari,Kinyaka,Near Kiegoi Tea Factory,IGEMBE,Mulika,0,0,,,,,P.O Box 482,,Maua,60600,Valeriano Gitonga,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
19186,Nkirina Medical Clinic,Eastern,Meru,Igembe North,Laare,Medical Clinic,Private Practice - Nurse / Midwife,Ntunene,Nkanda,,NTONYIRI,Laare,0,0,,,,,P.O Box 140,,LAARE,60600,NKIRINA,Nursing Officer in Charge,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12665,Nkondi Dispensary,Eastern,Tharaka Nithi,Tharaka South,Nkondi,Dispensary,Ministry of Health,Nkondi,Nkondi,Marimanti Nkondi Road,THARAKA,Marimanti Market,0,0,,,,,P.O Box 5 Marimanti,,Marimanti,60215,Lydiah Kirere,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
15364,Nkorinkori Dispensary,Rift Valley,Narok,Narok South,Ololulunga,Dispensary,Ministry of Health,Nkorinkori,Nkorinkori,,NAROK SOUTH,Nkorinkori Market,0,0,,,,,P.O Box 47,,Ololulunga,20503, Nerea  Omusula,Nursing Officer in Charge,N,N,Operational,,Y,,,,,,,,,Y,,,,,,,,,,,
15365,Nku West Health Centre,Rift Valley,Nakuru,Nakuru,Municipality,Health Centre,Local Authority,Kaptembwo,Viwanda,opposite mama ngina primary school,NAKURU TOWN,Nakuru Town,0,0,,,,,P.O Box P.O. Box 124,,Nakuru,20100,Ruth Rujo,Clinical Officer,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
12666,Nkubu Dispensary,Eastern,Meru,Imenti South,Nkuene,Dispensary,Ministry of Health,Taita,Taita,Along Chuka-Meru roar in Nkubu town,SOUTH IMENTI,Nkubu Town,0,0,,,,,P.O Box 269,,NKUBU,60202,Salesio Mbae,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12667,Nkubu Medical Clinic,Eastern,Meru,Imenti South,Nkuene,Medical Clinic,Private Practice - Nurse / Midwife,Taita,Taita,Along Chuka-Meru road in Nkubu town,SOUTH IMENTI,Nkubu Town,0,0,,,0721-588614,,P.O Box 118 ,,NKUBU,60202,John Kirimi,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
16841,Nkuene (ACK) Dispensary,Eastern,Meru,Meru Central,Abothuguchi Central,Dispensary,Christian Health Association of Kenya,Kirigara,Nkuene,,CENTRAL IMENTI,Nkuene Market,0,0,,,,,,,,,,,N,N,Not-Operational,,,,,,,,,,,,,,,,,,,,,,
16231,Nkunjumu Dispensary,Eastern,Meru,Imenti South,Igoji,Dispensary,Christian Health Association of Kenya,Nkujumu,Nkujumu,Along Chuka-Meru road near Igoji market,SOUTH IMENTI,Igoji ,0,0,,,,,,,,,Aniceta Kiambi,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18030,Nkutuk Elmuget Dispensary,Rift Valley,Samburu,Samburu East,Wamba,Dispensary,Ministry of Health,Lodungokwe,Nkutuk Elmuget,,SAMBURU EAST,Lpusi,0,0,,,,,P.O Box 16,,Wamba,20603,Joram  Lolmodoni,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
17785,Nkutuk Elmuget Dispensary (Duplicate),Rift Valley,Samburu,Samburu East,wamba,Dispensary,Ministry of Health,Lodungokwe,Sesia,Situated at Nkutuk Elmuget market 23 kilometers east of Lodungokwe,SAMBURU EAST,Nkutuk Elmuget market,4,0,,,,,P.O Box 16,,Wamba,20603,Joram Lolmodooni,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
10886,No 4 Community Health Clinic,Central,Kiambu,Thika West,Juja,Medical Clinic,Private Enterprise (Institution),Kiaora,Kiaora,,JUJA,Juja,0,0,,,,,,,,,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18156,Noble Medical Clinic,Eastern,Machakos,Athi River,Athi River,Medical Clinic,Private Practice - Clinical Officer,,,In Syokimau  Estate- Mlolongo ,KATHIANI,,0,0,,,0722601386,,,,,,Lucy Njoki,Nursing Officer in Charge,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18960,Nogoi Medical Clinic,Rift Valley,Baringo,Mogotio,Mogotio,Medical Clinic,Private Practice - Clinical Officer,Mogotio,Mogotio,Near Baringo Teachers Sacco,MOGOTIO,Mogotio Town,0,0,,,,,,,,,David Yator,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
15366,Nolasit Dispensary,Rift Valley,Kajiado,Loitoktok,Rombo,Dispensary,Other Faith Based,Rombo,Njukini,40KM Off Rombo-NjukiniI Road,KAJIADO SOUTH,Rombo,4,0,,,,,,,,,Shadrack  Mutua,Nursing Officer in Charge,Y,Y,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
17467,Nopri Medical Centre,Coast,Kilifi,Bahari,Kikambala,Medical Clinic,Private Practice - Clinical Officer,Shimo La Tewa,Shimo La Tewa,Near Mtwapa Health Centre,BAHARI,Mtwapa,4,1,,,0725230577,,P.O Box 864,0722119933,Mtwapa,80101,Shoka  Msuko,Clinical Officer,Y,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
19749,Norident Dental Clinic Kitale,Rift Valley,Trans Nzoia,Trans Nzoia West,Central,Dental Clinic,Private Practice - Clinical Officer,Municipality,Kipsongo,Within Kitale town,SABOTI,Kitale,0,0,,,,,,,Kitale,30200,Pharis Silali,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
12668,North Horr Health Centre,Eastern,Marsabit,North Horr,North Horr,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,North Horr,North Horr ,,NORTH HORR,North Horr,11,0,,,,,P.O Box P.O. Box 5,,Marsabit,60500,Stephany Boku,Nursing Officer in Charge,N,N,Operational,,,,,,,Y,,,,Y,,Y,,,,,,,,,
10887,North Kinangop Catholic Hospital,Central,Nyandarua,Nyandarua South,North Kinangop,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,Gitiri ,Ndunyu Njeru,"Nbi-Nku rd, branch at fly over to the right up to Engineer town. Continue towards olkalou . around 3km and then turn to the left",KINANGOP,Engineer,186,22,0505092,,0718777816,nkinangop@gmail.com,P.O Box 103,,N.Kinangop,20318,Fr. Sandro,,Y,Y,Operational,,Y,,,,,Y,,Y,,Y,,Y,,,,,,,,,
17511,North Star Alliance Clinic,Eastern,Makueni,Nzaui,Mulala,Medical Clinic,Non-Governmental Organizations,Mulala,Emali,Emali Town,MAKUENI,Emali,0,0,0,0,0,0,P.O Box N/A,0,Emali,N/A,N/A,Clinical Officer,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
18599,North Star Alliance VCT,Rift Valley,Nakuru,Rongai,Rongai,VCT Centre (Stand-Alone),Non-Governmental Organizations,Rongai,Rongai,Nakuru Eldoret highway,RONGAI,At salgaa market,0,0,,,,,,,,,,,N/A,N/A,Operational,,,,,,,,,,,,,,,,,,,,,,
19206,North Star Alliance Wellness Centre,Rift Valley,Uasin Gishu,Eldoret East,Moiben,Medical Clinic,Non-Governmental Organizations,Olare,Olare,Opposite the road on the parking area for trucks,ELDORET EAST,Burntforest,0,0,,,,,,,Burnt Forest,30100,Hillary Kemboi,Clinical Officer,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
16301,Northern Medical Clinic,North Eastern,Mandera,Mandera East,Central,Medical Clinic,Private Enterprise (Institution),Township,Township,,MANDERA EAST,Mandera,0,0,,,,,,,Mandera,70300,,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
19123,Northstar Alliance Wellness Centre (Mai Mahiu),Rift Valley,Nakuru,Naivasha,Mai Mahiu,Medical Clinic,Non-Governmental Organizations,Mai Mahiu,Mai Mahiu,Located along Naivasha Mai Mahiu road near Narok Junction,NAIVASHA,Mai Mahiu centre,0,0,,,,,P.O Box 165,0722600541,Naivasha,00100,Stepheen kinyanjui,Clinical Officer,N,Y,Operational,,,,,,,,,,,,,,,,,,,,,,
13127,Nsis Health Centre (Ruaraka),Nairobi,Nairobi,Kasarani,Kasarani,Health Centre,Ministry of Health,Ruaraka,,,KASARANI,Nairobi,,,,,,, ,,,,,,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12670,Ntemwene Dispensary,Eastern,Meru,Imenti South,Nkuene,Dispensary,Ministry of Health,Kathera,Kathera,Along Chuka-Meru road near Mikumbune Market,SOUTH IMENTI,Nkubu Town,0,0,,,,,P.O Box 76,,Kanyakine,60206,David Magiri,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,,,Y,,,,,,,,,
12671,Ntemwene Medical Clinic,Eastern,Meru,Imenti South,Nkuene,Medical Clinic,Private Enterprise (Institution),Kathera,Kathera,,SOUTH IMENTI,Nkubu Town,0,0,,,,,,,,,Josephine Ciamate ,,N,N,Operational,,,,,,,,,,,,,,,,,,,,,,
12672,Ntha Clinic,Eastern,Tharaka Nithi,Meru South,Chuka,Medical Clinic,Private Enterprise (Institution),Muiru,Muiru,Chuka-Kiereni -cheera route,NITHI,Chuka Town/ Kambandi Mrket,0,0,,,,,P.O Box 115,,Chuka,60400,Priscilla Nthambiri,Medical Superintendant,N,N,Operational,,,,,,,Y,,Y,,Y,,Y,,,,,,,,,
12673,Nthagaiya Catholic Dispensary,Eastern,Embu,Embu East,Runyenjes,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Kagaari South,Nthagaiya,,RUNYENJES,Gikuuri,0,0,,,0720-048023,,P.O Box P.O. Box 172,,Runyenjes,60103,Sr. Elisa Martignon,Nursing Officer in Charge,N,N,Operational,,,,,,,,,Y,,Y,,Y,,,,,,,,,
12674,Nthambiro Catholic Dispensary,Eastern,Meru,Igembe South,Igembe E,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Nguyuyu,Nthambiro,,IGEMBE,Nthambiro Mkt,0,0,,,0733-561704,,P.O Box P.O. Box 220,,Maua,60600,Savera Ngoki,,N,N,Operational,,,,,,,,,,,,,Y,,,,,,,,,
